type,time
invalid,0.003998300002422184
invalid,0.00357070000609383
invalid,0.003303799996501766
invalid,0.003116399995633401
invalid,0.0031779999990249053
invalid,0.003209899994544685
invalid,0.0032282000029226765
invalid,0.0032052000024123117
invalid,0.0034367999905953184
invalid,0.003336399997351691
invalid,0.003311699998448603
invalid,0.0033075999963330105
invalid,0.003112399994279258
invalid,0.00317360000917688
invalid,0.003170800002408214
invalid,0.0035198999976273626
invalid,0.0037720000109402463
invalid,0.0033082000009017065
invalid,0.0031448999943677336
invalid,0.003178899991326034
invalid,0.004216799992718734
invalid,0.003150200005620718
invalid,0.0031887999939499423
invalid,0.003163499990478158
invalid,0.003588899999158457
invalid,0.0034048999950755388
invalid,0.003234200004953891
invalid,0.0031466999935219064
invalid,0.003236399992601946
invalid,0.0033229000109713525
invalid,0.0029836999892722815
invalid,0.0031669999880250543
invalid,0.0032358999887946993
invalid,0.003616900008637458
invalid,0.004363500003819354
invalid,0.0033218000025954098
invalid,0.003226800006814301
invalid,0.003264700004365295
invalid,0.0035545999999158084
invalid,0.0037678000080632046
invalid,0.003408999997191131
invalid,0.003916799993021414
invalid,0.0037474999990081415
invalid,0.0032743999909143895
invalid,0.0030993999971542507
invalid,0.0030234000005293638
invalid,0.00563819998933468
invalid,0.004945200009387918
invalid,0.0056053999869618565
invalid,0.0041514999902574345
invalid,0.0033676999883027747
invalid,0.0031098000035854056
invalid,0.00325140000495594
invalid,0.003357900000992231
invalid,0.004303800000343472
invalid,0.0038432000001193956
invalid,0.004374300013296306
invalid,0.004316799997468479
invalid,0.0036302999942563474
invalid,0.0040250000020023435
invalid,0.003464900000835769
invalid,0.003421800007345155
invalid,0.0034577999904286116
invalid,0.003647300007287413
invalid,0.003216999990399927
invalid,0.0033854000066639856
invalid,0.003684299997985363
invalid,0.003505200002109632
invalid,0.003675400002975948
invalid,0.003305899997940287
invalid,0.004919700004393235
invalid,0.004496499997912906
invalid,0.003904199998942204
invalid,0.0034764000010909513
invalid,0.003250800000387244
invalid,0.0036872000055154786
invalid,0.0036847000010311604
invalid,0.0035921999951824546
invalid,0.0035856000031344593
invalid,0.003471699994406663
invalid,0.003690799989271909
invalid,0.0033842000120785087
invalid,0.0034907000081148
invalid,0.0034115000016754493
invalid,0.00349810000625439
invalid,0.0034804000024450943
invalid,0.003590799999074079
invalid,0.0036020000115968287
invalid,0.0034989999985555187
invalid,0.003602400000090711
invalid,0.0033082000009017065
invalid,0.003668899997137487
invalid,0.0037859999865759164
invalid,0.0032687999919289723
invalid,0.0033925000025192276
invalid,0.003609599996707402
invalid,0.0036112000088905916
invalid,0.0034127000108128414
invalid,0.003273999987868592
invalid,0.0031937000021571293
valid,0.03169279999565333
valid,0.029613599996082485
valid,0.02696650000871159
valid,0.027664799999911338
valid,0.029960399988340214
valid,0.025329799987957813
valid,0.025782700002309866
valid,0.026187399998889305
valid,0.028565300002810545
valid,0.02603980001003947
valid,0.026041500008432195
valid,0.03170339998905547
valid,0.025666999994427897
valid,0.025722500009578653
valid,0.024962800001958385
valid,0.025814900000113994
valid,0.026063400000566617
valid,0.027148500012117438
valid,0.025275799998780712
valid,0.04439370000909548
valid,0.027561599999899045
valid,0.026207499991869554
valid,0.03324770000472199
valid,0.025940200008335523
valid,0.025732799986144528
valid,0.025923799999873154
valid,0.025676899997051805
valid,0.026044300000648946
valid,0.02586340000561904
valid,0.026431399994180538
valid,0.026024500009953044
valid,0.02702290000161156
valid,0.024739600004977547
valid,0.025518000009469688
valid,0.036373599999933504
valid,0.03583630001230631
valid,0.02672799999709241
valid,0.051953800008050166
valid,0.026492999997572042
valid,0.026489399999263696
valid,0.02672080000047572
valid,0.028285600012168288
valid,0.030474600003799424
valid,0.027733700000680983
valid,0.031025100004626438
valid,0.03040240000700578
valid,0.026283400002284907
valid,0.026476399987586774
valid,0.026052899993374012
valid,0.02558370000042487
valid,0.025592399993911386
valid,0.025651399992057122
valid,0.025429899993469007
valid,0.025879900000290945
valid,0.025121900005615316
valid,0.02634730000863783
valid,0.025591700003133155
valid,0.04842069999722298
valid,0.02735200000461191
valid,0.025221200005034916
valid,0.0262051000026986
valid,0.025074599994695745
valid,0.02631719999772031
valid,0.02521089999936521
valid,0.02568789999349974
valid,0.02587850000418257
valid,0.025411999988136813
valid,0.025100600003497675
valid,0.026109500002348796
valid,0.05146440000680741
valid,0.027390799994464032
valid,0.026024200007668696
valid,0.025312800004030578
valid,0.025984799998695962
valid,0.024540899990824983
valid,0.02654209999309387
valid,0.025748800006113015
valid,0.025924199988367036
valid,0.025974400006816722
valid,0.024968400000943802
valid,0.024483600005623884
valid,0.02457239999785088
valid,0.027876000007381663
valid,0.03364589999546297
valid,0.024789899995084852
valid,0.03146069998911116
valid,0.026442399990628473
valid,0.0271467999991728
valid,0.025430699999560602
valid,0.026051299995742738
valid,0.027228599996306002
valid,0.028831300005549565
valid,0.024926199999754317
valid,0.026132999992114492
valid,0.026030499997432344
valid,0.027622699999483302
valid,0.02478500000142958
valid,0.02840319999086205
valid,0.027659800005494617
valid,0.02438270000857301
